incident_id,source_system,source_article,incident_day,target_text,target_country_guess,actor,strike_type,damage_confirmed,energy_relevant,target_lat,target_lon,description,source_urls
iransm_s149,iranstrikemap,https://iranstrikemap.com,2026-03-06,Underground Ballistic Missile Bunkers — IRGC Missile Command,,US,airstrike,TRUE,TRUE,34.345,47.065,"US B-2 Spirit stealth bombers dropped dozens of 2,000-pound GBU-57A/B Massive Ordnance Penetrator (MOP) or GBU-28 bunker-buster bombs on deeply buried ballistic missile storage and launcher bunkers inside Iran under cover of darkness on Day 7. CENTCOM Adm. Cooper confirmed the mission — the first confirmed Phase 2 bunker-busting operation. Witnesses in and around Kermanshah reported intense explosions shaking their homes, in an area known to host multiple IRGC ballistic missile bases and storage facilities. This confirms Israel's Phase 2 transition (announced by IDF Chief Zamir March 6) moving from surface target destruction to hardened underground infrastructure. The B-2 is the only US aircraft capable of carrying MOP bombs against deeply buried targets. Cooper simultaneously announced US struck Iran's Space Command equivalent.","US CENTCOM Adm. Brad Cooper (Day 7 press briefing, March 6, 2026): ""Under cover of darkness Friday morning, B-2 stealth bombers dropped dozens of 2,000 pound penetrator bombs on deeply buried ballistic missile launchers inside Iran"" | AP News (March 6, 2026): confirmed B-2 stealth bomber penetrator bomb campaign on deeply buried underground missile bunkers; witnesses reported explosions in the Kermanshah area, which hosts multiple Iranian missile bases"
wiki_20260306_at_prince_sultan_air_base_212,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-06,at Prince Sultan Air Base,Qatar,Iran,drone,FALSE,FALSE,31.063790999896085,27.54924899984644,"Iran opened a new and wider campaign on Gulf states with attacks on Saudi Arabia (3 missiles had been intercepted at Prince Sultan Air Base), Kuwait (with drones and missiles), Qatar (where 13 missiles were intercepted), Bahrain (where a hotel and two residential buildings were targeted), and the UAE.",https://aje.news/c86shj?update=4370319 | https://www.jpost.com/middle-east/iran-news/article-889040
wiki_20260306_petroleum_refinery_227,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-06,petroleum refinery,United Arab Emirates,Iran,ballistic_missile,TRUE,TRUE,31.13229,29.80573,"An explosion near Manama sparked a fire near a petroleum refinery and resulted in injuries to at least 32 Bahraini citizens, four of them ""serious cases"". An analysis by academic researchers examined by Reuters found that an American-operated Patriot missile was likely involved in the blast after it downed an Iranian drone mid-air. The UAE said that it intercepted 12 ballistic missiles and 17 drones from Iran.",https://www.en-hrana.org/day-ten-of-the-u-s-israeli-war-on-iran-extensive-damage-to-isfahans-historical-sites/ | https://www.theguardian.com/world/live/2026/mar/06/iran-war-live-updates-us-temporarily-lets-india-buy-russian-oil-amid-energy-fears-israeli-military-launches-strikes-on-beirut | https://www.nytimes.com/2026/03/09/world/middleeast/bahrain-iran-strikes.html | https://www.reuters.com/investigations/patriot-missile-involved-bahrain-blast-likely-us-operated-analysis-finds-2026-03-22/ | https://www.thehindu.com/news/international/patriot-missile-involved-in-bahrain-blast-likely-us-operated-analysis-finds/article70771651.ece | https://www.iranintl.com/en/liveblog/202603053543 | https://apnews.com/live/iran-war-israel-trump-03-08-2026#0000019c-d07c-db8e-a5df-f27e8cee0000
iransm_s270,iranstrikemap,https://iranstrikemap.com,2026-03-07,Abu Ali Riyan — Hezbollah Radwan Force South Lebanon Sector Commander,,Israel,airstrike,TRUE,FALSE,33.29,35.37,"IDF airstrike killed Abu Ali Riyan — commander of the south Lebanon sector in Hezbollah's elite Radwan Force. Managed Radwan Force operations, recruiting, and weapons supply chain. The Radwan Force had previously been tasked with invading Israel via the Conquer the Galilee plan. Strike conducted Saturday March 7; announced March 12.","IDF official statement (March 12, 2026) | Times of Israel Day 13 liveblog (March 12, 2026)"
iransm_s160,iranstrikemap,https://iranstrikemap.com,2026-03-07,Al Dhafra Air Base — US/UAE Military Base (IRGC Drone Swarm),United Arab Emirates,Iran,drone,TRUE,FALSE,24.2438,54.5476,"Day 8: IRGC Navy drone unit launched drone swarm attack on Al Dhafra Air Base south of Abu Dhabi — the largest US air base in the UAE, hosting F-35As and B-52s. UAE MoD confirmed: 121 UAVs detected, 119 intercepted, 2 fell within UAE territory. Attack came shortly after President Pezeshkian apologized to Gulf neighbors and vowed to stop attacking them — immediately undermining the diplomatic gesture.",Tasnim News Agency (Iran official) | UAE Ministry of Defence (official X post) | CNBC
wiki_20260307_dubai_international_airport_31,wikipedia,https://en.wikipedia.org/wiki/2026_Iranian_strikes_on_the_United_Arab_Emirates,2026-03-07,Dubai International Airport,United Arab Emirates,US,intercepted_debris,TRUE,TRUE,,,"Dubai International Airport briefly closed after an unidentified object was intercepted in the area, causing smoke to rise from the airport. Smoke was seen rising from the 23 Marina tower in the Dubai Marina after being hit by falling debris from an intercepted object. A Pakistani national was confirmed to have died after falling debris struck a vehicle in the Al Barsha area of the city.",https://www.aa.com.tr/en/middle-east/satellite-images-show-storage-tanks-damaged-at-uae-s-fujairah-oil-industry-zone/3852819 | https://www.bbc.com/news/videos/c5yr734zml3o | https://web.archive.org/web/20260309000628/https://www.bbc.com/news/videos/c5yr734zml3o | https://www.wsj.com/livecoverage/iran-war-news-updates-2026/card/landmark-tower-in-dubai-s-skyline-hit-by-debris-man-dies-bil8g2ZwV2AQWJxLXCAz | https://www.9news.com.au/world/us-israel-attack-iran-dubai-airport-drone-attack/cd39db6a-545c-4830-ad91-7bad5641ac4b
wiki_20260307_following_news_of_the_attack_i_130,wikipedia,https://en.wikipedia.org/wiki/2026_South_Pars_field_attack,2026-03-07,"Following news of the attack, international oil prices increased from $103 a bar",Iran,Iran,unknown,FALSE,TRUE,,,"Following news of the attack, international oil prices increased from $103 a barrel to $108. Gas prices in Europe increased by 7 percent amid fears of Iranian retaliatory action against energy infrastructure in the Gulf Arab states. Iran halted its gas flows to Iraq, which relies on Iran for between a third and 40 percent of its gas and power needs.",https://www.nytimes.com/live/2026/03/18/world/iran-war-news-trump-oil/7f4eac95-fb43-504a-91fd-1a89fd22861e?smid=url-share
iransm_s161,iranstrikemap,https://iranstrikemap.com,2026-03-07,Haifa Oil Refinery — Israeli Energy Infrastructure (IRGC Ballistic Missile),,Iran,ballistic_missile,TRUE,TRUE,32.8191,34.9983,"Day 8: IRGC launched ballistic missile attack on Haifa, targeting Israel's Haifa oil refinery in declared retaliation for the US-Israeli strike on the Tehran oil depot (s158). IRGC: ""The Guards said they had targeted Israel's Haifa oil refinery."" Also includes broader ballistic missile wave on Haifa area per IRGC statement.",IRGC official statement | The Hindu | NYT Day 8
wiki_20260307_president_masoud_pezeshkian_is_214,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-07,President Masoud Pezeshkian issued an apology on state television for waves of I,Iran,Iran,unknown,FALSE,FALSE,,,"President Masoud Pezeshkian issued an apology on state television for waves of Iranian attacks against neighbouring countries, stating that Iran had not attacked ""friendly and neighboring countries"".",https://www.nytimes.com/2026/03/07/world/middleeast/iran-president-pezeshkian-gulf-apology-war.html | https://web.archive.org/web/20260308012558/https://www.nytimes.com/2026/03/07/world/middleeast/iran-president-pezeshkian-gulf-apology-war.html | https://english.newsfirst.lk/2026/3/5/sri-lanka-takes-control-of-iranian-ship-iris-bushehr-and-208-crew
wiki_20260307_ras_laffan_131,wikipedia,https://en.wikipedia.org/wiki/2026_South_Pars_field_attack,2026-03-07,Ras Laffan,Qatar,Iran,missile,TRUE,TRUE,25.897,51.533,"QatarEnergy reported that same-day Iranian retaliatory missile strikes on Ras Laffan Industrial City caused ""extensive damage."" Qatar's ministry of interior said that it had brought a fire under control and that no injuries were reported. The Qatari foreign ministry strongly condemned ""the brutal"" Iranian attack on Ras Laffan Industrial City, considering it ""a dangerous escalation, a flagrant violation of its sovereignty, and a direct threat to its national security."" Qatar also declared the Iranian embassy's military and security personnel and staff as persona non grata. United Kingdom Prime Minister Keir Starmer condemned ""in the strongest terms"" the Iranian strike on Qatari gas facilities.",https://www.aljazeera.com/news/2026/3/18/qatar-says-iran-missile-attack-sparks-fire-causes-damage-at-gas-facility | https://www.iranintl.com/en/202603193707
wiki_20260307_saudi_arabia_said_its_air_defe_132,wikipedia,https://en.wikipedia.org/wiki/2026_South_Pars_field_attack,2026-03-07,Saudi Arabia said its air defenses had intercepted four ballistic missiles launc,Saudi Arabia,Iran,ballistic_missile,FALSE,TRUE,28.85198499971899,45.856652068146886,"Saudi Arabia said its air defenses had intercepted four ballistic missiles launched toward Riyadh and another two launched toward the Eastern Province. It reported four injuries as a result of falling shrapnel from an intercepted ballistic missile. Saudi foreign minister Prince Faisal bin Farhan Al Saud said his country's patience with ""Iranian aggression is not unlimited"" and that trust in Iran has been ""completely shattered.""",https://www.iranintl.com/en/202603193707 | https://www.bbc.com/news/live/c24d410m3g4t?post=asset%3Ab281f4da-cedf-46d6-a385-10bfcf75ca0c#post | https://www.middleeasteye.net/live-blog/live-blog-update/saudi-arabia-warns-patience-iran-aggression-not-unlimited
wiki_20260307_south_pars_127,wikipedia,https://en.wikipedia.org/wiki/2026_South_Pars_field_attack,2026-03-07,South Pars,Iran,Iran,airstrike,FALSE,TRUE,27.48,52.6,"Israel conducted airstrikes on the South Pars natural gas field as well as oil and petrochemical facilities in Asaluyeh, according to Iranian state media, blaming both Israel and the United States. Although it initially objected Israeli targeting of Iranian oil sites, the United States approved the attack and coordinated with Israel, supporting the strike as a message to Iran over its closure of the Strait of Hormuz. U.S. president Donald Trump has ruled out any further strikes on Iranian energy sites, however.",https://www.reuters.com/world/middle-east/us-strikes-more-than-90-iranian-military-targets-kharg-island-centcom-says-2026-03-14/ | https://www.nytimes.com/live/2026/03/18/world/iran-war-news-trump-oil/7f4eac95-fb43-504a-91fd-1a89fd22861e?smid=url-share | https://shafaq.com/en/Middle-East/US-Israeli-strike-hits-Iran-s-South-Pars-gas-field | https://www.timesofisrael.com/liveblog_entry/iranian-gas-flows-to-iraq-halted-after-attack-on-irans-pars-gas-field-iraqi-official/ | https://www.bbc.com/news/articles/c93j37egjdeo | https://www.nytimes.com/2026/03/18/climate/south-pars-iran-gas-field-bombing.html | https://www.ynetnews.com/article/r1n7qeo9ze
wiki_20260307_tehran_126,wikipedia,https://en.wikipedia.org/wiki/2026_South_Pars_field_attack,2026-03-07,Tehran,Iran,Iran,airstrike,TRUE,TRUE,35.69,51.39,"Israel first targeted several Iranian fuel sites in Tehran and the neighboring Karaj on 7 March 2026. Israel confirmed its ""significant strike"" targeting fuel storage and energy complexes in the capital, claiming they were being used by the Iranian Armed Forces. The United States opposed the Israeli strikes on oil facilities, expressing concern that the strikes could backfire strategically by producing support for the Islamic Republic. During the bombing raid on Kharg Island on 13 March, the United States struck military targets but spared the oil infrastructure ""for reasons of decency.""",https://apnews.com/article/iran-gas-field-south-pars-attack-5ad45090d3b66444467cc255ee966a37 | https://www.nytimes.com/2026/03/07/world/middleeast/israel-iran-oil-strikes.html | https://www.jpost.com/international/article-889346 | https://www.reuters.com/world/middle-east/us-strikes-more-than-90-iranian-military-targets-kharg-island-centcom-says-2026-03-14/
wiki_20260307_the_irgc_said_that_it_attacked_217,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-07,The IRGC said that it attacked the Malta-flagged oil tanker Prima with a drone a,,Iran,drone,FALSE,TRUE,24.9656,51.54472,"The IRGC said that it attacked the Malta-flagged oil tanker Prima with a drone after ""ignoring repeated warnings from the IRGC Navy regarding the prohibition of traffic and the unsafe nature of the Strait of Hormuz"".",https://time.com/7383099/iran-news-oil-strikes-tehran/ | https://aje.news/ozn6u2?update=4374269 | https://in-cyprus.philenews.com/international/drone-attack-basra-halliburton-kbr-fire-iraq-live/
wiki_20260307_the_us_approved_a_151m_arms_sa_219,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-07,"The US approved a $151M arms sale to Israel, and sent a third aircraft carrier, ",Israel,US/Israel,unknown,FALSE,FALSE,26.18354242639628,55.72500730877762,"The US approved a $151M arms sale to Israel, and sent a third aircraft carrier, , to the Middle East.",https://in-cyprus.philenews.com/international/drone-attack-basra-halliburton-kbr-fire-iraq-live/ | https://www.theguardian.com/world/live/2026/mar/06/iran-war-live-updates-us-temporarily-lets-india-buy-russian-oil-amid-energy-fears-israeli-military-launches-strikes-on-beirut | https://www.freepressjournal.in/world/operation-epic-fury-is-us-deploying-3rd-carrier-uss-george-hw-bush-cvn77-to-the-middle-east-amid-iran-war-heres-all-we-know | https://news.usni.org/2026/03/06/uss-gerald-r-ford-now-in-the-red-sea-uss-george-h-w-bush-wraps-pre-deployment-exercises | https://en.apa.az/america/us-said-expected-to-deploy-3rd-aircraft-carrier-to-the-middle-east-495510 | https://www.reuters.com/business/energy/kuwait-cuts-oil-production-precaution-amid-iran-tensions-kpc-says-2026-03-07/
wiki_20260307_the_compounds_and_oil_refineri_218,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-07,The compounds and oil refineries structures of the US-based firm Halliburton loc,Iran,Iran,unknown,TRUE,TRUE,,,The compounds and oil refineries structures of the US-based firm Halliburton located in Basra are hit by Iranian strikes.,https://aje.news/ozn6u2?update=4374269 | https://in-cyprus.philenews.com/international/drone-attack-basra-halliburton-kbr-fire-iraq-live/
wiki_20260307_these_targets_include_samref_r_129,wikipedia,https://en.wikipedia.org/wiki/2026_South_Pars_field_attack,2026-03-07,These targets include SAMREF refinery,Qatar,Iran,unknown,FALSE,TRUE,24.08,38.06,"The IRGC issued evacuation orders for several oil facilities across Saudi Arabia, the United Arab Emirates, and Qatar, deeming them ""direct and legitimate targets and will be targeted in the coming hours."" These targets include SAMREF refinery and Jubail petrochemical complex in Saudi Arabia, Al Hosn gas field in the UAE, and Ras Laffan refinery and Mesaieed petrochemical complex in Qatar.",https://www.iranintl.com/en/202603181952 | https://www.jpost.com/middle-east/iran-news/article-890393 | https://www.nytimes.com/live/2026/03/18/world/iran-war-news-trump-oil/7f4eac95-fb43-504a-91fd-1a89fd22861e?smid=url-share
iransm_s162,iranstrikemap,https://iranstrikemap.com,2026-03-07,U.S. Embassy Baghdad — Katyusha Rocket Attack,Iraq,Iran,intercepted_debris,TRUE,TRUE,33.3406,44.4009,"Day 8: Katyusha rockets targeted the U.S. Embassy in Baghdad; sirens sounded. Air defense systems intercepted rockets: 4 rockets launched toward the embassy per Iraqi security official; air defenses intercepted 3, one fell in an open area in the embassy airbase. No casualties reported. Attack attributed to Iran-backed Iraqi militia groups.",AFP | Reuters | The Hindu | Iraqi security sources
iransm_s164,iranstrikemap,https://iranstrikemap.com,2026-03-07,UAE Targets — IRGC Day 8 Missile and Drone Wave (Dubai + others),United Arab Emirates,Iran,ballistic_missile,TRUE,FALSE,25.08,55.14,"Day 8: Iran continued firing missiles and drones at UAE on Saturday despite President Pezeshkian earlier apologizing and vowing to halt attacks on Gulf neighbors. Loud explosions heard in Dubai. UAE MoD confirmed: 16 ballistic missiles detected (15 intercepted, 1 fell into sea) + 121 UAVs (119 intercepted, 2 fell within UAE territory). Cumulative since Feb 28: 221 ballistic missiles and ~1,200 drones fired at UAE. Interception debris from one aerial intercept killed an Asian driver — the 4th UAE death total. UAE wounded rose to 112. UAE President Mohamed bin Zayed gave rare televised address calling UAE ""in a period of war"" and warning enemies of an ""Iron Fist.""","UAE Ministry of Defense (official X post, March 7 2026) | Fox News/AP (March 7 2026) | The Hindu/AFP (March 7-8 2026)"
wiki_20260307_drones_struck_iraqi_airport_213,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-07,drones struck Iraqi airport,Iraq,Iran,drone,TRUE,TRUE,,,"Late on Friday, drones struck Iraqi airports and oil facilities; in Basra, a compound housing foreign oil-company workers, including Halliburton and KBR facilities, was hit and caught fire.",https://www.jpost.com/middle-east/iran-news/article-889040 | https://www.theguardian.com/world/live/2026/mar/06/iran-war-live-updates-us-temporarily-lets-india-buy-russian-oil-amid-energy-fears-israeli-military-launches-strikes-on-beirut?CMP=share_btn_url&page=with%3Ablock-69ab83598f080482c628ca13#block-69ab83598f080482c628ca13
wiki_20260307_targeted_supply_and_transmissi_128,wikipedia,https://en.wikipedia.org/wiki/2026_South_Pars_field_attack,2026-03-07,targeted supply and transmission pipeline,Iran,Iran,unknown,TRUE,TRUE,,,"According to Fars News Agency, Israel struck petrochemical facilities in Asaluyeh, damaging storage tanks, gas installations, and refineries. The attack targeted supply and transmission pipelines and took place around 2:10 p.m. local time. Iran's Ministry of Petroleum said that a number of facilities were damaged and that a fire at the gas field was being put under control. No casualties were immediately reported. The attack halted output at two refineries with a combined capacity of 100 million cubic meters per day. A number of phases at the gas field were shut down to stop the fire from spreading.",https://www.nytimes.com/2026/03/18/climate/south-pars-iran-gas-field-bombing.html | https://www.ynetnews.com/article/r1n7qeo9ze | https://www.aljazeera.com/news/2026/3/18/iran-threatens-to-strike-gulf-energy-facilities-after-south-pars-attack | https://www.aa.com.tr/en/middle-east/us-israeli-strike-hits-gas-tanks-in-southern-iran-halts-output-at-2-refineries-iranian-media/3869835 | https://www.iranintl.com/en/202603181952 | https://www.jpost.com/middle-east/iran-news/article-890393
wiki_20260307_targeting_its_habshan_gas_faci_133,wikipedia,https://en.wikipedia.org/wiki/2026_South_Pars_field_attack,2026-03-07,targeting its Habshan gas facility,United Arab Emirates,Iran,ballistic_missile,FALSE,TRUE,23.83,53.62,"The UAE said its air defenses dealt with 13 ballistic missiles and 27 drones from Iran. The UAE condemned the ""Iranian terrorist attack"" targeting its Habshan gas facility, stating that it constitutes a ""dangerous escalation and a violation of the principles of international law.""",https://www.middleeasteye.net/live-blog/live-blog-update/saudi-arabia-warns-patience-iran-aggression-not-unlimited | https://www.bbc.com/news/live/c24d410m3g4t?post=asset%3A01adec06-3463-4c47-9f7b-ecd0fcb02f7e#post | https://www.aljazeera.com/news/liveblog/2026/3/19/iran-war-live-qatar-saudi-energy-sites-attacked-riyadh-says-trust-gone?update=4414817
wiki_20260308_an_iranian_drone_strike_caused_223,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-08,An Iranian drone strike caused a fire in a Kuwait City tower belonging to the Pu,Kuwait,Iran,drone,TRUE,TRUE,29.38,47.99,An Iranian drone strike caused a fire in a Kuwait City tower belonging to the Public Institution for Social Security. Kuwait reported that two of its officers were killed while performing duties.,https://aje.news/64yl8m?update=4377537 | https://www.the-independent.com/news/world/middle-east/kuwait-city-tower-fire-drones-iran-war-b2934196.html | https://www.reuters.com/world/middle-east/two-kuwait-fire-officers-killed-while-performing-duties-fire-force-says-2026-03-08/ | https://aje.news/64yl8m?update=4379695
iransm_s176,iranstrikemap,https://iranstrikemap.com,2026-03-08,Diplomatic Quarter + Riyadh City — Drone Wave (Intercepted),Saudi Arabia,Iran,drone,TRUE,TRUE,24.6965,46.6972,"Saudi air defenses intercepted multiple drone waves targeting Riyadh early Day 9 (Sunday). Confirmed: 1 drone targeting Diplomatic Quarter (thwarted, no damage); 6 drones targeting Riyadh city (intercepted); 4 drones east of Riyadh (intercepted); 1 drone heading to Shaybah oil field in Empty Quarter (intercepted). Total: 12 drones. No material damage or casualties. Second attempted attack on the Diplomatic Quarter after the US Embassy strike (Day 3).","Saudi Ministry of Defense (Maj. Gen. Al-Maliki official statement, March 8 2026) | Saudi Gazette (March 8 2026)"
iransm_s187,iranstrikemap,https://iranstrikemap.com,2026-03-08,IRGC Air Force Headquarters — Command Center Managing All Iranian Missile & Drone Fire,Iran,Israel,ballistic_missile,TRUE,FALSE,35.6892,51.389,"The Israeli Air Force destroyed the headquarters of Iran's IRGC Air Force in Tehran. IDF spokesman Brig. Gen. Effie Defrin confirmed the destruction in a press conference on Day 9 (March 8, 2026). Defrin stated that Iran 'managed the fire of missiles and drones at Israel and countries in the region' from this headquarters. According to IDF Farsi social media, the headquarters included: command and control units for the IRGC's ballistic missile units, drone units, and other air force components. The destruction of the IRGC Air Force HQ eliminates the primary command-and-control infrastructure Iran was using to coordinate its ongoing missile and drone barrages against Israel, Gulf states, and US bases. This strike follows the destruction of the IRGC Space Force headquarters (Khayyam satellite command, s185) and is part of the Day 9 afternoon 'extensive strikes' wave (s184/s186). Combined with the 90% missile degradation and 83% drone degradation confirmed by CENTCOM, the loss of the IRGC Air Force command center represents a significant degradation of Iran's remaining offensive coordination capability. Specific location within Tehran not disclosed; Defrin said it was in Tehran. Day 9, March 8, 2026.","IDF spokesman Brig. Gen. Effie Defrin (press conference, March 8, 2026): 'The Israeli Air Force destroyed the headquarters of Iran's Islamic Revolutionary Guard Corps' air force in Tehran during a recent wave of strikes.' Defrin: Iran 'managed the fire of missiles and drones at Israel and countries in the region' from the headquarters. — Times of Israel Day 9 liveblog (March 8, 2026) | Times of Israel Day 9 liveblog (March 8, 2026): 'Israel destroys Tehran HQ of IRGC's air force, which managed missile fire — IDF.' IDF spokesman Brig. Gen. Effie Defrin press conference. 2 sources: IDF official + ToI."
iransm_s185,iranstrikemap,https://iranstrikemap.com,2026-03-08,IRGC Space Force Headquarters — Khayyam Satellite Command & Control Center,Iran,Israel,unknown,TRUE,FALSE,35.6892,51.389,"IDF struck the IRGC Space Force headquarters in Tehran — the command-and-control center for the Khayyam surveillance satellite launched August 2022. IDF: ""The site included research facilities as well as a command-and-control structure for the Khayyam satellite, which was used by the IRGC to advance terrorist activities and monitor the State of Israel and its residents."" The headquarters served as a reception, transmission, and research center for the Iranian Space Agency, which is affiliated with the Iranian military.","IDF official statement (March 8, 2026) | CBS News (March 8, 2026) | AP (March 8, 2026)"
iransm_s184,iranstrikemap,https://iranstrikemap.com,2026-03-08,"Iran — IDF Day 9 Afternoon ""Extensive Strikes"": Regime Infrastructure Tehran + Nationwide",Iran,Israel,unknown,TRUE,TRUE,35.6892,51.389,"IDF announced it has begun ""extensive strikes"" against the ""infrastructure"" of the Iranian regime in Tehran and across other areas in Iran on Sunday afternoon (Day 9). The announcement was made around 12:00 PM EDT (17:00 UTC) on March 8. This represents a new afternoon wave of strikes following: the overnight oil facility attacks (s180, 5 facilities, 4 killed), the Qeshm desalination plant strike (s183), and multiple prior Day 9 morning waves. The IDF use of ""extensive"" mirrors the language of previous high-intensity waves. Specific targets not immediately disclosed. Day 9 afternoon.","IDF official statement (March 8, 2026, ~12:00 PM EDT / 17:00 UTC): IDF has begun ""extensive strikes"" against the ""infrastructure"" of the Iranian regime in Tehran and across other areas in Iran — The Guardian Day 9 liveblog (March 8, 2026, 12.00 EDT entry) | The Guardian Day 9 liveblog (March 8, 2026): ""The IDF has said in the past hour that it begun 'extensive strikes' against the 'infrastructure' of the Iranian regime in Tehran and across other areas in Iran"" — confirms IDF official statement"
iransm_s166,iranstrikemap,https://iranstrikemap.com,2026-03-08,Iranian Military Fuel Depots (Multiple Locations),Iran,Israel,unknown,TRUE,TRUE,35.825,50.99,"Day 9 early hours (early Sunday UTC): IDF struck several Iranian fuel depots around Tehran and in the neighboring city of Karaj (west of Tehran), sending huge columns of fire and smoke climbing into the air and rocking both cities with explosions. NYT reported an enormous fire at an oil storage facility northeast of Tehran and explosions from an oil depot south of the city — confirming multiple separate depot locations struck simultaneously. The IDF specifically stated the fuel depots were targeted because they were being used by Irans military forces to operate military infrastructure. This is the first wave of Day 9 (March 8) and continues the Phase 2 strategy of targeting Irans logistics and military supply chain infrastructure beyond leadership targets.",IDF official statement (March 8 2026 — targeting fuel depots used by Irans military) | New York Times Day 9 liveblog (March 8 2026 — multiple fuel depots struck around Tehran + Karaj) | AP (March 8 2026)
iransm_s174,iranstrikemap,https://iranstrikemap.com,2026-03-08,Iranian Regime Infrastructure — Day 9 New Wave,Iran,Israel,intercepted_debris,TRUE,FALSE,35.6892,51.389,"IDF launches new wave of strikes across Iran in early Sunday hours, targeting Iranian regime infrastructure. Iran responded with 4 separate missile salvos fired at Israel since midnight March 8 — rocket trails seen above Netanya per CBS News aerial footage. IDF intercepted incoming and launched counter-strikes. Day 9.","IDF official statement | Times of Israel Day 9 liveblog (March 8, 2026) | CBS News (March 8, 2026)"
iransm_s177,iranstrikemap,https://iranstrikemap.com,2026-03-08,Isfahan Airport — Iranian F-14 Tomcat Fighters Destroyed,Iran,Israel,airstrike,TRUE,TRUE,32.6539,51.8611,"IDF Air Force carried out a broad wave of airstrikes on Isfahan Airport, destroying several Iranian Grumman F-14 Tomcat fighters stored there. The F-14s were originally supplied to Iran by the US before the 1979 Islamic Revolution. IDF also destroyed air defense detection equipment at the site. Combined with the Day 9 strike destroying 16 IRGC Quds Force aircraft at Mehrabad, the IDF says these operations are designed to strengthen Israel's aerial superiority over Iran. Part of Phase 2 expansion to Isfahan (along with the Day 7 ENTC nuclear technology center strikes). Day 9.","IDF official statement (March 8, 2026) | Times of Israel Day 9 liveblog (March 8, 2026)"
iransm_s167,iranstrikemap,https://iranstrikemap.com,2026-03-08,Mehrabad International Airport — 16 IRGC Aircraft Destroyed,Iran,Israel,unknown,TRUE,TRUE,35.6892,51.3148,"Day 9 (early Sunday): IDF struck Mehrabad International Airport in Tehran overnight. IDF official statement (March 8, 2026) confirmed 16 aircraft used by the IRGC Quds Force were destroyed at the site. Planet Labs PBC satellite imagery published by NBC News separately confirmed more than a dozen aircraft destroyed, pieces of planes scattered across scorched tarmac. Mehrabad is one of two main airports in the Iranian capital (the other is Imam Khomeini International). Al Jazeera correspondent Tohid Asadi reported from Tehran that the nearby area was also affected. The IDF said the strikes are designed to further Israel's aerial superiority over Iran. Sources: IDF official statement (March 8, 2026); NBC News + Planet Labs PBC satellite imagery.","IDF official statement (March 8, 2026) | NBC News | Planet Labs PBC satellite imagery"
iransm_s186,iranstrikemap,https://iranstrikemap.com,2026-03-08,Multiple Regime Infrastructure Targets — IDF Afternoon Extensive Strike Wave,Iran,Israel,unknown,TRUE,TRUE,35.6892,51.389,"IDF launched an ""extensive strikes"" wave against Iranian regime infrastructure in Tehran and across other areas in Iran on Day 9 afternoon (March 8, 2026). IDF statement: ""The IDF has begun extensive strikes against the infrastructure of the Iranian regime in Tehran and across other areas in Iran."" This follows the Parchin/Shahroud Phase 2 targeting confirmed by Brig. Gen. Defrin and the overnight oil depot strikes. Netanyahu vowed to strike Iran's rulers ""without mercy"" with an ""organised plan with many surprises."" Trump told ABC News the US is ""ahead of schedule both in terms of lethality and in terms of time.""",IDF Official Statement | Guardian Day 9 liveblog
iransm_s179,iranstrikemap,https://iranstrikemap.com,2026-03-08,Netanya Area — Iranian Missile Volley (Day 9 Response to IDF Wave),Israel,Iran,intercepted_debris,TRUE,FALSE,32.3215,34.8532,"Iran fired a volley of missiles toward Israel in early Day 9 Sunday (approximately 09:30-10:00 UTC), prompting Israeli air defense systems to activate. Rocket trails were photographed above Netanya, Israel (AFP photographer Jack Guez). IDF sent emergency alerts to impacted regions across the country. The Iranian volley appears to be a direct response to the IDF launching a new broad wave of strikes across Iran in the same time window (s178). IDF confirmed air defense systems were operating to intercept the threat. Day 9.","CBS News liveblog (March 8, 2026 12:12 AM ET): missile volley from Iran toward Israel, Israeli air defense systems activated; rocket trails visible above Netanya | IDF official statement (March 8, 2026): Iran fired volley of missiles toward Israel, emergency alerts sent to impacted regions; intercepted"
