incident_id,source_system,operation,sequence,wave_number,announced_utc,probable_launch_time,incident_day,target_text,landing_countries,target_country_guess,weapon_payload,ballistic_flag,drone_flag,cruise_flag,cluster_flag,target_energy_flag,target_port_flag,target_industrial_flag,target_military_flag,target_lat,target_lon,source_urls,description
tp4_60,tp4_osint_repo,tp4,60,60,2026-03-16T13:00:00Z,2026-03-16T12:45:00Z,2026-03-16,"Central Israel and Jerusalem area. Shrapnel fell near the Knesset, National Library, and Church of the Holy Sepulchre in Jerusalem. Large intercepted missile chunk damaged a home in East Jerusalem. 10 locations damaged across central Israel: 7 in Rishon Lezion, plus Lod, Shoham, and Highway 431. Interceptor debris fell in Safed (northern Israel).",IL,Israel,Ballistic missiles with cluster munition warheads. Specific missile type unconfirmed but consistent with Emad/Ghadr class based on trajectory and engagement by Arrow systems.,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,31.78,35.22,https://www.jpost.com/israel-news/defense-news/article-889920 | https://www.timesofisrael.com/liveblog-march-16-2026/,"Sixtieth wave of Operation True Promise 4. Day 17 (March 16). Afternoon missile barrage targeting central Israel and Jerusalem area. Shrapnel from interceptions fell near the Knesset, the National Library, and the Church of the Holy Sepulchre in Jerusalem. A large intercepted missile chunk damaged a home in East Jerusalem. Israel Fire and Rescue Authority reported 10 locations damaged by intercepted missile shrapnel or cluster munitions — seven in Rishon Lezion, with additional impacts in Lod, Shoham, and along Highway 431. Interceptor debris fell in Safed, northern Israel, initially suspected of leaking hazardous material but later ruled out by the Environmental Protection Ministry. Day 17 aggregate: Health Ministry reported 142 injured over 24 hours — 3 in moderate condition, 134 in good condition, 5 treated for anxiety. IDF launched extensive counterstrikes on Iranian targets in Tehran, Shiraz, and Tabriz simultaneously."
tp4_61,tp4_osint_repo,tp4,61,61,2026-03-16T14:00:00Z,2026-03-16T12:00:00Z,2026-03-16,"UAE: 6 ballistic missiles and 21 drones intercepted. Fujairah petroleum industrial zone hit by drone (fire, oil loading suspended). Abu Dhabi Al Bahyah area (1 civilian killed by missile strike on car). Qatar: two waves of missiles intercepted over Doha (~12:30 and 13:00 UTC). Saudi Arabia: 64 drones intercepted (61 Eastern Province, 3 Riyadh). Iraq: drone near US embassy Baghdad intercepted; Jurf al-Sakhar attack (1 federal police officer, 2 PMF members injured).",AE | QA | SA | IQ,Iraq | Qatar | Saudi Arabia | United Arab Emirates,Ballistic missiles and drones. 6 ballistic missiles and 21 drones intercepted by UAE. 64 drones intercepted by Saudi Arabia. Two waves of missiles at Qatar. Drone near US embassy in Baghdad.,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,25.13,56.33,https://gulfnews.com/ | https://www.timesofisrael.com/liveblog-march-16-2026/ | https://thepeninsulaqatar.com/ | https://www.hindustantimes.com/,"Sixty-first wave of Operation True Promise 4. Day 17 (March 16). Combined attack targeting UAE, Qatar, Saudi Arabia, and Iraq. UAE air defenses intercepted 6 ballistic missiles and 21 drones launched from Iran. A drone attack caused a fire at the Fujairah petroleum industrial zone, forcing suspension of oil loading operations. One Palestinian civilian killed in Abu Dhabi (Al Bahyah area) when a missile struck their car. Qatar armed forces intercepted two waves of Iranian missiles over Doha. Saudi Arabia intercepted 64 drones — 61 aimed at Eastern Province and 3 over Riyadh. In Iraq, air defenses intercepted a drone near the US embassy in Baghdad; one federal police officer and two PMF members injured at Jurf al-Sakhar south of Baghdad."
tp4_62,tp4_osint_repo,tp4,62,62,2026-03-16T20:36:00Z,2026-03-16T20:20:00Z,2026-03-16,Central Israel and West Bank. Small number of ballistic missiles likely intercepted or struck open areas. No injuries.,IL | PS,Israel,Ballistic missiles targeting Israel. Specific type unconfirmed. Small number launched.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,34.9,,Sixty-second wave of Operation True Promise 4. Day 17 (March 16). Late evening ballistic missile attack targeting central Israel and the West Bank. Small number of missiles likely intercepted or struck open areas. No injuries reported. Seventh Israel-targeting salvo since midnight March 16 IST.
tp4_63,tp4_osint_repo,tp4,63,63,2026-03-17T00:00:00Z,2026-03-16T22:00:00Z,2026-03-17,Dubai International Airport fuel storage facility. Drone-induced fire caused temporary flight suspensions.,AE,United Arab Emirates,Drone strike on fuel storage facility near Dubai International Airport. Specific drone variant unconfirmed.,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,25.25,55.36,https://gulfnews.com/ | https://www.hindustantimes.com/,Sixty-third wave of Operation True Promise 4. Day 17 (March 16). Drone strike on fuel storage tank near Dubai International Airport in the early hours of March 17 local time (midnight UTC). Fire caused temporary suspension of flights at Dubai International Airport.
tp4_64,tp4_osint_repo,tp4,64,64,2026-03-17T01:37:00Z,,2026-03-17,Central Israel. Ballistic missiles likely intercepted. No casualties reported.,IL,Israel,Ballistic missiles targeting Israel. Small number launched.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,34.9,,Sixty-fourth wave of Operation True Promise 4. Day 18 (March 17). Early morning ballistic missile salvo targeting central Israel. Sirens sounded across central Israel at 03:37 AM IST. No casualties reported. First of multiple salvos since midnight March 17.
tp4_65,tp4_osint_repo,tp4,65,65,2026-03-17T02:57:00Z,,2026-03-17,Central Israel and West Bank. No casualties.,IL | PS,Israel,Ballistic missiles targeting Israel. Small number launched.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,34.9,,Sixty-fifth wave of Operation True Promise 4. Day 18 (March 17). Pre-dawn ballistic missile salvo targeting central Israel and the West Bank. Sirens at 04:57 AM IST. No casualties reported.
tp4_66,tp4_osint_repo,tp4,66,66,2026-03-17T04:37:00Z,,2026-03-17,Central Israel and Jerusalem. Cluster munition impacts in Rishon Lezion. Searches underway at impact sites.,IL,Israel,Ballistic missiles targeting Israel. Small number launched.,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,32,34.9,,Sixty-sixth wave of Operation True Promise 4. Day 18 (March 17). Dawn ballistic missile salvo with cluster munitions targeting central Israel and Jerusalem area. Sirens at 06:37 AM IST. Cluster munition impacts reported in Rishon Lezion. Searches underway at impact sites.
tp4_67,tp4_osint_repo,tp4,67,67,2026-03-17T08:00:00Z,,2026-03-17,Northern Israel. Rockets hit Nahariya and Upper Galilee. Six people suffered mild smoke inhalation in Nahariya.,IL,Israel,Hezbollah rockets targeting northern Israel. Multiple rockets fired.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,34.9,,"Sixty-seventh wave of Operation True Promise 4. Day 18 (March 17). Hezbollah rocket and drone barrage targeting northern Israel. Sirens in multiple northern towns. No injuries reported from this salvo. Note: six injuries from smoke inhalation in Nahariya occurred on March 16 evening, not this wave."
tp4_68,tp4_osint_repo,tp4,68,68,2026-03-17T11:00:00Z,,2026-03-17,Central Tel Aviv area. Cluster munition impacts. Impact crater and overturned car in Rishon Lezion. Two men (50s) lightly injured.,IL,Israel,Ballistic missiles targeting Israel. Small number launched.,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,32,34.9,,Sixty-eighth wave of Operation True Promise 4. Day 18 (March 17). Afternoon ballistic missile salvo with suspected cluster munitions targeting central Tel Aviv. Two men in their 50s sustained minor injuries. Impact crater and overturned car documented in Rishon Lezion.
tp4_69,tp4_osint_repo,tp4,69,69,2026-03-17T13:39:00Z,,2026-03-17,Jerusalem and central Israel. Small number of ballistic missiles. No injuries.,IL,Israel,Ballistic missiles targeting Israel. Small number launched.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,34.9,,Sixty-ninth wave of Operation True Promise 4. Day 18 (March 17). Afternoon ballistic missile salvo targeting Jerusalem and central Israel. Sirens at 15:39 IST. Small number of missiles likely intercepted or struck open areas. No injuries reported.
tp4_70,tp4_osint_repo,tp4,70,70,2026-03-17T14:30:00Z,,2026-03-17,Central Israel. Ballistic missiles launched from Iran. Assessment pending.,IL,Iran | Israel,Ballistic missiles targeting Israel. Small number launched.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,34.9,,Seventieth wave of Operation True Promise 4. Day 18 (March 17). Possible additional ballistic missile salvo targeting central Israel in the late afternoon. Timing and details unconfirmed — may overlap with wave 69 (15:39 IST). Assessment pending.
tp4_71,tp4_osint_repo,tp4,71,71,2026-03-17T03:00:00Z,,2026-03-17,US Embassy compound in Baghdad Green Zone. At least one drone landed near embassy. Smoke rising from compound.,IQ,,At least 5 drones and 2 Katyusha rockets targeting US Embassy Baghdad.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.3,44.4,,Seventy-first wave of Operation True Promise 4. Day 18 (March 17). Drone and rocket attack on US Embassy compound in Baghdad Green Zone. Most intense assault on the embassy since TP4 began. At least five drones involved; one drone landed near the embassy with smoke rising from the compound. Two Katyusha rockets also fired at the embassy.
tp4_72,tp4_osint_repo,tp4,72,72,2026-03-17T05:00:00Z,,2026-03-17,UAE. Fujairah Oil Industry Zone fire. Tanker hit near Fujairah. Pakistani national killed by shrapnel in Abu Dhabi. Dubai airspace briefly shut.,AE,United Arab Emirates,"10 ballistic missiles and 45+ drones targeting UAE. Shahed-136, Shahed-107, and Shahed-238 identified.",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,25.1,56.3,,Seventy-second wave of Operation True Promise 4. Day 18 (March 17). Iranian drone and missile attack on UAE. UAE intercepted 10 ballistic missiles and 45 drones. Fire broke out in Fujairah Oil Industry Zone from drone strike. Tanker hit near Fujairah. Pakistani national killed by falling shrapnel in Abu Dhabi (Bani Yas). Dubai airspace briefly shut.
tp4_73,tp4_osint_repo,tp4,73,73,2026-03-17T22:00:00Z,,2026-03-17,Central Israel. Ramat Gan (2 killed). Tel Aviv train station (shrapnel damage). Partial blackout in Tel Aviv. Over 100 military and security targets claimed by IRGC.,IL,Israel,"100+ missiles including Khorramshahr-4 (multi-warhead), Qadr, Emad, Kheibar Shekan. Cluster warheads confirmed.",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,32.08,34.81,Times of Israel liveblog | Al Jazeera | IRGC statement | Sunday Guardian Live,Seventy-third wave of Operation True Promise 4. Day 19 (March 18). IRGC 61st announced wave. Massive missile barrage targeting central Israel using Khorramshahr-4 multi-warhead and Qadr missiles. Cluster warheads deployed. Two killed in Ramat Gan (elderly couple). Shrapnel damage at Tel Aviv train station. Partial blackout reported in Tel Aviv.
tp4_74,tp4_osint_repo,tp4,74,74,2026-03-18T12:22:00Z,,2026-03-18,"Akko, Haifa, Tel Aviv, Beer Sheva (Israel). Al Dhafra (UAE), Ali Al Salem (Kuwait), Al-Azraq (Jordan).",IL | AE | KW | JO,Israel | Jordan | Kuwait | United Arab Emirates,Ballistic missiles targeting 4 Israeli cities and 3 US/coalition bases.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,32.08,34.78,Pravda EN | IRGC statement,"Seventy-fourth wave of Operation True Promise 4. Day 19 (March 18). IRGC 62nd announced wave. Ballistic missiles targeting four Israeli cities (Akko, Haifa, Tel Aviv, Beer Sheva) and US bases (Al Dhafra, Ali Al Salem, Al-Azraq)."
tp4_75,tp4_osint_repo,tp4,75,75,2026-03-18T03:00:00Z,,2026-03-18,"Qatar (missile intercepted). Kuwait (drone shot down at dawn). UAE (multiple explosions in Dubai, missiles and drones intercepted). Saudi Arabia (drone destroyed in Eastern Region). Bahrain (missiles and drones intercepted).",QA | KW | AE | SA | BH,Bahrain | Kuwait | Qatar | Saudi Arabia | United Arab Emirates,Missiles and drones targeting multiple Gulf states simultaneously.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25.41,51.49,Al Jazeera | Qatar MoD | Kuwait National Guard | Saudi MoD,Seventy-fifth wave of Operation True Promise 4. Day 19 (March 18). Missile and drone attacks on Gulf states. Qatar intercepted missile attack. Kuwait shot down drone at dawn. UAE intercepted missiles and drones (multiple explosions in Dubai). Saudi Arabia destroyed drone in Eastern Region. Bahrain also intercepted missiles and drones.
tp4_76,tp4_osint_repo,tp4,76,76,2026-03-18T15:00:00Z,,2026-03-18,Central Israel. 3 private aircraft damaged at Ben Gurion Airport. Haifa/Krayot suburbs impacted. IRGC claimed IAF 27th Squadron base near airport also targeted.,IL,Israel,Ballistic missiles targeting central and northern Israel.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,32.0094,34.8828,Times of Israel | IDF | OSINT,Seventy-sixth wave of Operation True Promise 4. Day 19 (March 18). Missile strikes on central Israel including Ben Gurion Airport area. 3 private aircraft damaged at Ben Gurion Airport (one caught fire). Haifa/Krayot suburbs also impacted. IRGC claimed Khorramshahr-4 missiles with 1-ton warheads targeted the airport and nearby IAF 27th Squadron base.
tp4_77,tp4_osint_repo,tp4,77,77,2026-03-18T06:00:00Z,2026-03-18T05:45:00Z,2026-03-18,"Central and northern Israel. Petah Tikva (shrapnel impact — 3 injured including 2 children). Kiryat Bialik (shrapnel). Holon (cluster munition debris downed power line, cars ignited).",IL,Israel,Ballistic missiles targeting central and northern Israel. Cluster munition debris confirmed (Holon).,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,32.0841,34.8878,Jerusalem Post | Times of Israel | IDF | Magen David Adom | OSINT,Seventy-seventh wave of Operation True Promise 4. Day 19 (March 18). Morning missile attack on central and northern Israel (~08:00 IST / 06:00 UTC). Sirens sounded across central and northern regions. Shrapnel impact in Petah Tikva (man and two children injured) and Kiryat Bialik. Cars ignited in Holon after power line downed by Iranian cluster munition debris.
tp4_78,tp4_osint_repo,tp4,78,78,2026-03-19T21:00:00Z,2026-03-19T20:50:00Z,2026-03-19,Kiryat Shmona. Residential building hit. Four wounded including 1 serious.,IL,,Rockets targeting Kiryat Shmona and northern border communities.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33.2072,35.5718,Times of Israel | IDF | Magen David Adom,"Seventy-eighth salvo. Day 20 (March 19 evening). Hezbollah rocket barrage on Kiryat Shmona and northern border communities. Four wounded (1 serious, 1 moderate, 2 light). Residential building hit."
tp4_79,tp4_osint_repo,tp4,79,79,2026-03-19T13:00:00Z,2026-03-19T12:45:00Z,2026-03-19,Haifa area. Missile fragment near Bazan oil refinery.,IL,Israel,Ballistic missiles targeting Haifa area. Fragment near Bazan oil refinery.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,32.8191,34.9983,Times of Israel | IDF | OSINT,Seventy-ninth salvo. Day 20 (March 19 night). Iranian missile fragment hits near Bazan oil refinery in Haifa. Part of overnight barrage targeting northern Israel.
tp4_80,tp4_osint_repo,tp4,80,80,2026-03-20T14:43:00Z,2026-03-20T14:30:00Z,2026-03-20,Jerusalem Old City. Shrapnel from Iranian ballistic missile fell in car park in Jewish Quarter. At least 1 Palestinian injured.,IL,Iran | Israel,Ballistic missiles targeting Jerusalem. Shrapnel fell in Old City Jewish Quarter car park.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31.77319,35.23175,Jerusalem Post | Times of Israel | IDF | OSINT,"Eightieth salvo. Day 21 (March 20). Iranian ballistic missile shrapnel falls in Jewish Quarter of the Old City of Jerusalem, impacting a car park. At least 1 Palestinian injured. Sirens sounded across Jerusalem. Highly significant — first confirmed impact inside Jerusalem's Old City walls."
tp4_81,tp4_osint_repo,tp4,81,81,2026-03-20T11:45:00Z,2026-03-20T11:30:00Z,2026-03-20,Rehovot (south of Tel Aviv). Two homes damaged. Missile fragment hit home. Structure caught fire. Two lightly wounded by cluster bomb.,IL,Israel,Ballistic missiles with cluster munitions targeting Rehovot. Cluster bomb impact confirmed.,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,31.8928,34.8113,Times of Israel | Jerusalem Post | IDF | Magen David Adom | CBS News,"Eighty-first salvo. Day 21 (March 20). Iranian cluster missile impact in Rehovot, south of Tel Aviv. Ten people injured. Two homes hit. Structure caught fire."
tp4_82,tp4_osint_repo,tp4,82,82,2026-03-20T08:51:00Z,2026-03-20T08:35:00Z,2026-03-20,Central and northern Israel. Israeli air defense installations and strategic radar installations (per IRGC claims).,IL,Israel,"5 super-heavy multi-warhead ballistic missile systems. Qadr, Khorramshahr, Kheibar Shekan, Qiam, and Zolfaghar missiles confirmed. IRGC Wave 66.",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,32.08,34.78,IRGC | Press TV | Al Mayadeen | ParsToday | Times of Israel | OSINT,"Eighty-second salvo. Day 21 (March 20). IRGC announces 66th wave of Operation True Promise 4 — 5 super-heavy multi-warhead ballistic missile systems deployed. Qadr, Khorramshahr, Kheibar Shekan, Qiam, and Zolfaghar missiles confirmed used across day's barrages. Targeting central and northern Israel."
tp4_83,tp4_osint_repo,tp4,83,83,2026-03-20T13:58:00Z,2026-03-20T13:45:00Z,2026-03-20,Ashkelon area (southern Israel) — long-range missiles. Branit barracks (northern Israel) — rocket barrage. Sirens in Kiryat Shmona.,IL,Israel,Long-range missiles targeting Ashkelon area and rockets on Branit barracks.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,31.6688,34.5743,Times of Israel | IDF | Hezbollah statement | OSINT,Eighty-third salvo. Day 21 (March 20). Hezbollah long-range missile attack targeting southern Israel. Sirens in Ashkelon and areas near Gaza Strip. Also rocket barrage on Branit barracks in north.
